@Αἰγίλιψ|n268
ἔφημαι|n4084
ἔφησθα|n4087
ἔφθην|n4088
ἔφυδρος|n4104
ἔφυροι|n4107
ἔχαδον|n4108
ἔχεαν|n4109
ἔχεκλος|n4112
ἔχεσκον|n4117
ἔχετος|n4118
ἔχευα|n4119
ἔχθιστος|n4124
ἔχθομαι|n4126
ἔχθος|n4127
ἔχμα|n4131
ἔχω1|n4132
ἔχω|n4132
ἔχῃσθα|n4122
ἔωθα|n4135
ἔωσι1|n4143
ἔωσι|n4143
ἔῃ|n2689
ἕ|n2592
ἕαται|n2603
ἕδνον|n2654
ἕδος|n2659
ἕδρη|n2662
ἕζομαι|n2688
ἕηκε|n2690
ἕης1|n2694
ἕης|n2694
ἕθεν|n2702
ἕκαθεν|n2861
ἕκαστος|n2865
ἕκατος|n2877
ἕκηλος|n2902
ἕκητι|n2903
ἕκτος|n2958
ἕκτωρ|n2962
ἕλε|n2997
ἕλενος|n3011
ἕλεσκον|n3015
ἕλιξ2|n3029
ἕλιξ|n3029
ἕλκος|n3035
ἕλκω|n3037
ἕλληνες|n3041
ἕλοιμι|n3046
ἕλος|n3047
ἕλχ̓|n3056
ἕλωρ|n3058
ἕμεν|n3070
ἕνδεκα|n3121
ἕνεκα|n3138
ἕννυμι|n3197
ἕντο|n3219
ἕξ|n3234
ἕξω|n3329
ἕο|n3330
ἕπευ|n3437
ἕπομαι|n3681
ἕπταχα|n3704
ἕρκος|n3785
ἕρμα1|@
ἕρμα2|@
ἕρμα|@
ἕρμαιος|n3788
ἕρμος|n3792
ἕρπω|n3799
ἕρση|n3803
ἕσθην|n3841
ἕσπερος|n3852
ἕσσα|n3855
ἕσσο|n3859
ἕστωρ|n3863
ἕτερος|n3880
ἕωμεν|n4138
ἕως|n4142
ἠέ1|n4218
ἠέ|n4218
ἠέλιος|n4221
ἠέπερ|n4223
ἠέριος|n4226
ἠέρος|n4229
ἠίθεος|n4238
ἠίχθη|n4247
ἠβαιός|n4192
ἠγάασθε|n4197
ἠγάθεος|n4199
ἠγάσσατο|n4201
ἠγερέθομαι|n4205
ἠγοράασθε|n4209
ἠδέ|n4210
ἠείδειν|n4220
ἠερέθομαι|n4224
ἠερίβοια|n4225
ἠεροειδής|n4227
ἠεροφοῖτις|n4230
ἠερόεις|n4228
ἠερόφωνος|n4231
ἠετίων|n4232
ἠθεῖος|n4234
ἠιονεύς|n4244
ἠιόεις|n4241
ἠιόνες|n4243
ἠιών|n4248
ἠκέσσατο|n4252
ἠλάκατα|n4256
ἠλάσκω|n4260
ἠλέ|n4263
ἠλέκτωρ|n4266
ἠλήλατο|n4268
ἠλίβατος|n4269
ἠλακάτη|n4257
ἠλασκάζω|n4259
ἠλεός|n4267
ἠλεῖοι|n4264
ἠλιτόμηνος|n4276
ἠλύσιονπεδίον|n4280
ἠλώμην|n4283
ἠλώνη|n4284
ἠλᾶτο|n4261
ἠμάτιος|n4290
ἠμέν|n4293
ἠμί|n4298
ἠμαθίη|n4286
ἠμαθόεις|n4287
ἠμύω|n4309
ἠναίνετο|n4312
ἠνεμόεις|n4314
ἠνιοπεύς|n4317
ἠνοπίδης|n4324
ἠνορέη|n4325
ἠνώγεα|n4332
ἠοῖος|n4334
ἠπεδανός|n4338
ἠπεροπεύς|n4342
ἠπεροπεύω|n4343
ἠπιόδωρος|n4344
ἠπυτίδης|n4347
ἠπύτα|n4346
ἠπύω|n4348
ἠρήρει|n4357
ἠρήρειστο|n4358
ἠριγένεια|n4360
ἠρώησαν|n4366
ἠρᾶτο2|n4355
ἠρᾶτο|n4355
ἠρῶ|n4365
ἠυγένειος|n4385
ἠχή|n4393
ἠχήεις|n4394
ἠύκομος|n4387
ἠύς|n4388
ἠύτε|n4390
ἠώς|n4399
ἠῶθεν|n4397
ἠῶθι|n4398
ἡβάω|n4193
ἡβῷμι|n4196
ἡγέομαι|n4204
ἡγήτωρ|n4208
ἡγεμονεύω|n4202
ἡγεμών|n4203
ἡγηλάζω|n4207
ἡδυεπής|n4215
ἡδύποτος|n4216
ἡδύς|n4217
ἡλικίη|n4271
ἡμέρη|n4294
ἡμέτερος|n4297
ἡμίθεος|n4301
ἡμίονος|n4303
ἡμερίς|n4295
ἡμεῖς|n4292
ἡμι|n4299
ἡμιδαής|n4300
ἡμιπέλεκκον|n4304
ἡμιτάλαντον|n4306
ἡμιτελής|n4307
ἡμιόνειος|n4302
ἡνία1|n4315
ἡνία|n4315
ἡνίκα|n4316
ἡνίοχος|n4320
ἡνίπαπε|n4321
ἡνιοχεύς|n4318
ἡνιοχεύω|n4319
ἡρακλέης|n4351
ἡρακλήειος|n4352
ἡρακλείδης|n4350
ἡσυχίη|n4377
ἡσύχιος|n4378
ἤ1|n4184
ἤ|n4184
ἤγαγον|n4198
ἤγειρα|n4200
ἤγερθεν|n4206
ἤδη1|n4212
ἤδη|n4212
ἤην|n4233
ἤια|n4236
ἤιε|n4237
ἤικτο|n4239
ἤιξε|n4240
ἤιον|n4242
ἤιος|n4245
ἤισαν|n4246
ἤκαχε|n4251
ἤκεστος|n4253
ἤκιστος|n4254
ἤλασα|n4258
ἤλδανε|n4262
ἤλεκτρον|n4265
ἤλιθα|n4270
ἤλιτε|n4275
ἤλυθον|n4279
ἤμβροτον|n4291
ἤμερος|n4296
ἤν1|n4311
ἤν|n4311
ἤνεικα|n4313
ἤνπερ|n4328
ἤντεον|n4329
ἤνυτο|n4331
ἤπαφε|n4337
ἤπειρος|n4339
ἤπερ|n4340
ἤπιος|n4345
ἤραρε|n4353
ἤρατο1|n4354
ἤρατο|n4354
ἤρικε|n4361
ἤριον|n4362
ἤριπε|n4363
ἤρυγε|n4364
ἤσκειν|n4372
ἤστην|n4376
ἤτε1|n4380
ἤτε|n4380
ἤτοι|n4383
ἤυσε|n4389
ἤχθετο|n4395
ἥ1|@
ἥ2|@
ἥ|@
ἥβη|@
ἥδομαι|n4213
ἥκω|n4255
ἥλιος|n4273
ἥλκησε|n4277
ἥλω|n4282
ἥμισυς|n4305
ἥμων|n4310
ἥρη|n4356
ἥρως|n4367
ἥσατο|n4369
ἥσειν|n4370
ἥσσων|n4374
ἥσται|n4375
ἥφαιστος|n4391
ἦ1|@
ἦ4|@
ἦ|@
ἦα|n4190
ἦε2|n4219
ἦε|n4219
ἦεν|n4222
ἦθος|n4235
ἦκα|n4249
ἦλις|n4274
ἦλφον|n4281
ἦμαρ|n4289
ἦμος|n4308
ἦνις|n4322
ἦνον|n4323
ἦνοψ|@
ἦξε|n4333
ἦρα|n4349
ἦρι|n4359
ἦσθα|n4371
ἦτε2|n4381
ἦτε|n4381
ἦτορ|n4384
ἧδος|n4214
ἧκα|n4250
ἧλιξ|n4272
ἧλος|n4278
ἧμα|n4285
ἧμαι|n4288
ἧντο|n4330
ἧος|n4335
ἧπαρ|n4336
ἧσαι|n4368
ἧσο|n4373
ἧφι|n4392
ἰά1|n4626
ἰά|n4626
ἰάλλω|n4629
ἰάλμενος|n4630
ἰάνασσα|n4631
ἰάνθη|n4632
ἰάομαι|n4633
ἰάονες|n4634
ἰάπετος|n4635
ἰάπτω1|n4636
ἰάπτω|n4636
ἰάρδανος|n4637
ἰάχω|n4645
ἰήνατε|n4684
ἰήσασθε|n4685
ἰήσων|n4688
ἰαίνω|n4627
ἰασίδης|n4639
ἰασίων|n4640
ἰαχή|n4644
ἰαωλκός|n4646
ἰαύω|n4643
ἰγνύη|n4647
ἰδέ1|n4650
ἰδέ|n4650
ἰδέω|n4652
ἰδίω|n4657
ἰδαῖος1|n4648
ἰδαῖος|n4648
ἰδνόω|n4659
ἰδοίατο|n4660
ἰδομενεύς|n4661
ἰδρείη|n4662
ἰδυῖα|n4667
ἰείη|n4671
ἰηλυσός|n4682
ἰησονίδης|n4687
ἰητήρ|n4689
ἰητρός|n4690
ἰθάκη|n4693
ἰθαιγένης|n4691
ἰθαιμένης|n4692
ἰθυπτίων|n4699
ἰθύντατα|n4697
ἰθύνω|n4698
ἰθύς1|@
ἰθύς2|@
ἰθύς|@
ἰθύω|n4702
ἰθώμη|n4703
ἰκάριος1|@
ἰκάριος2|@
ἰκάριος|@
ἰκμάλιος|n4714
ἰκμάς|n4715
ἰλήιος|n4723
ἰλαδόν|n4720
ἰλιόθεν|n4725
ἰλιόθι|n4726
ἰλιόφι|n4728
ἰλλάς|n4729
ἰλύς|n4731
ἰμβρασίδης|n4735
ἰνίον|n4747
ἰνδάλλομαι|n4745
ἰξιόνιος|n4750
ἰξυς|n4752
ἰοδνεφής|n4753
ἰοδόκος|n4754
ἰοειδής|n4755
ἰονθάς|n4759
ἰοχέαιρα|n4764
ἰσάζω|n4808
ἰσάσκετο|n4812
ἰσοφαρίζω|n4822
ἰσοφόρος|n4823
ἰσχίον|n4836
ἰσχαλέος|n4834
ἰσχανάω|n4835
ἰσόθεος|n4817
ἰσόμορος|n4818
ἰσόπεδον|n4819
ἰσόω|n4824
ἰτέη|n4838
ἰτυμονεύς|n4841
ἰυγμός|n4845
ἰφίνοος|n4856
ἰφεύς|n4847
ἰφθίμη|n4848
ἰφιάνασσα|n4851
ἰφιδάμας|n4852
ἰφικλήειος|n4853
ἰφιμέδεια|n4855
ἰφιτίδης|n4859
ἰφιτίων|n4860
ἰχθυάω|n4862
ἰχθυόεις|n4863
ἰχθύς|n4864
ἰχώρ|n4867
ἰωή|n4871
ἰωγή|n4870
ἰωκή|n4872
ἰωχμός|n4873
ἰόεις|n4756
ἰόμωρος|n4757
ἰός1|n4760
ἰός|n4760
ἰότης|n4762
ἰύζω|n4846
ἱδρόω|n4664
ἱδρύω|n4665
ἱδρώς|n4666
ἱερεύς|n4674
ἱερεύω|n4675
ἱερηιον|n4676
ἱερόν|n4677
ἱζάνω|n4679
ἱκάνω|n4704
ἱκέτης|n4711
ἱκετάων|n4709
ἱκετήσιος|n4712
ἱκεταονίδης|n4708
ἱκετεύω|n4710
ἱκνέομαι|n4717
ἱλάσκομαι|n4722
ἱμάσθλη|n4733
ἱμάσσω|n4734
ἱμείρω|n4738
ἱμερτός|n4742
ἱμερόεις|n4740
ἱππάζομαι|n4765
ἱππήλατος|n4771
ἱππασίδης|n4766
ἱππεύς|n4768
ἱππηλάσιος|n4769
ἱππηλάτα|n4770
ἱππημολγοί|n4772
ἱππιοχάρμης|n4774
ἱππιοχαίτης|n4773
ἱπποδάμας|n4776
ἱπποδάμεια|n4777
ἱπποδάσεια|n4780
ἱπποκέλευθος|n4784
ἱπποκορυστής|n4786
ἱπποκόων|n4787
ἱπποσύνη|n4794
ἱπποτάδης|n4796
ἱπποτίων|n4797
ἱππόβοτος|n4775
ἱππόδαμος|@
ἱππόδρομος|n4781
ἱππόθεν|n4782
ἱππόθοος|n4783
ἱππόκομος|n4785
ἱππόλοχος|n4788
ἱππόμαχος|@
ἱππόνοος|n4791
ἱππόπολος|n4792
ἱππότα|n4795
ἱρή|n4802
ἱρεύς|n4800
ἱρεύσασθαι|n4801
ἱρόν|n4805
ἱστίαια|n4826
ἱστίη|n4827
ἱστίον|n4828
ἱστοδόκη|n4829
ἱστοπέδη|n4830
ἱστός|n4831
ἴα1|n4625
ἴα|n4625
ἴαιρα|n4628
ἴασι|n4638
ἴασον|n4641
ἴασος|n4642
ἴδαιος2|n4649
ἴδαιος|n4649
ἴδε1|n4651
ἴδε|n4651
ἴδη|n4653
ἴδηαι|n4654
ἴδης|n4655
ἴδιος|n4656
ἴδμεν|n4658
ἴδρις|n4663
ἴδω|n4668
ἴε|n4669
ἴενται|n4673
ἴηλα|n4681
ἴθακος|n4694
ἴθι|n4695
ἴθμα|n4696
ἴκελος|n4707
ἴκμενος|n4716
ἴκρια|n4718
ἴλιος|n4727
ἴμβριος|n4736
ἴμβρος|n4737
ἴμεν|n4739
ἴμμεναι|n4743
ἴνεσι|n4746
ἴνω|n4748
ἴξαλος|n4749
ἴον|n4758
ἴος2|n4761
ἴος|n4761
ἴουλος|n4763
ἴπτομαι|n4799
ἴρηξ|n4803
ἴς1|n4807
ἴς|n4807
ἴσαν|n4809
ἴσανδρος|n4810
ἴσασι|n4811
ἴσθι|n4813
ἴσθμιον|n4814
ἴσκε|n4815
ἴσμαρος|n4816
ἴστω|n4832
ἴστωρ|n4833
ἴσχω|n4837
ἴτην|n4839
ἴτυλος|n4840
ἴτυς|n4842
ἴτω|n4843
ἴτων|n4844
ἴφθιμος|n4849
ἴφικλος|n4854
ἴφιος|n4857
ἴφιτος|n4861
ἴχνιον|n4865
ἴχνος|n4866
ἴψ|n4868
ἴψαο|n4869
ἴῃσι|n4686
ἵει|n4670
ἵεμαι|n4672
ἵζω|n4680
ἵημι|n4683
ἵκηαι|n4713
ἵκω|n4719
ἵλαος|n4721
ἵλημι|n4724
ἵμερος|n4741
ἵνα|n4744
ἵππειος|n4767
ἵππος|n4793
ἵππουρις|n4798
ἵστημι|n4825
ἶλος|n4730
ἶρις|n4804
ἶρος|n4806
ἶσος|@
ἶφι1|n4850
ἶφι|n4850
ἶφις|n4858
ἷξον|n4751
ὀίσατο|n6709
ὀίω|n6723
ὀαρίζω|n6604
ὀαριστής|n6605
ὀαριστύς|n6606
ὀβελός|n6607
ὀβριμοεργός|n6608
ὀβριμοπάτρη|n6609
ὀγδόατος|n6611
ὀγδώκοντα|n6612
ὀγχηστός|n6617
ὀδάξ|n6620
ὀδίος|n6623
ὀδμή|n6625
ὀδούς|n6629
ὀδυνήφατος|n6631
ὀδυσήιος|n6633
ὀδυσσεύς|n6634
ὀδύνη|n6630
ὀδύρομαι|n6632
ὀδύσσομαι|n6635
ὀδώδει|n6636
ὀδώδυσται|n6637
ὀθρυονεύς|n6645
ὀθόνη|n6644
ὀιζυρός|n6655
ὀιζύς|n6656
ὀιζύω|n6657
ὀιλεύς|n6674
ὀιλιάδης|n6675
ὀισθείς|n6712
ὀιστεύω|n6713
ὀιστός|n6714
ὀκνέω|n6727
ὀκριάω|n6729
ὀκριόεις|n6730
ὀκρυόεις|n6731
ὀκτάκνημος|n6732
ὀκτωκαιδέκατος|n6734
ὀκτώ|n6733
ὀλέεσθαι|n6738
ὀλέθριος|n6739
ὀλέκω|n6742
ὀλέσαι|n6743
ὀλίγιστος|n6747
ὀλίγος|n6749
ὀλίζονες|n6750
ὀλβιοδαίμων|n6735
ὀλετήρ|n6744
ὀλεῖται|n6741
ὀλιγηπελέω|n6745
ὀλιγηπελίη|n6746
ὀλιγοδρανέω|n6748
ὀλιζών|n6751
ὀλισθάνω|n6752
ὀλοιός|n6755
ὀλολυγή|n6756
ὀλολύζω|n6757
ὀλοοίτροχος|n6759
ὀλοοσσών|n6761
ὀλοφυδνός|n6763
ὀλοφύρομαι|n6764
ὀλοφώιος|n6765
ὀλοός|n6760
ὀλοόφρων|n6762
ὀλυμπιάς|n6766
ὀλόμην|n6758
ὀλύμπιος|n6767
ὀμίχλη|n6788
ὀμβριμοπάτρη|n6776
ὀμεῖται|n6778
ὀμφή|n6811
ὀμφαλόεις|n6808
ὀμφαλός|n6809
ὀμόργνυμι|n6797
ὀμόσας|n6799
ὀνήμενος|n6823
ὀνήτωρ|n6826
ὀνίνημι|n6828
ὀνείδειος|n6817
ὀνείρατα|n6820
ὀνείρειος|n6821
ὀνειδίζω|n6818
ὀνητορίδης|n6825
ὀνομάζω|n6830
ὀνομάκλυτος|n6834
ὀνομαίνω|n6832
ὀνομακλήδην|n6833
ὀνομαστός|n6835
ὀνοστός|n6838
ὀνόσασθε|n6837
ὀξυβελής|n6840
ὀξυόεις|n6841
ὀξύς2|n6842
ὀξύς|n6842
ὀπάζω|n6844
ὀπάων|n6847
ὀπίζομαι|n6851
ὀπίστατος|n6857
ὀπίσω|n6856
ὀπίτης|n6858
ὀπαῖος|n6845
ὀπηδέω|n6850
ὀπιπτεύω|n6853
ὀπτάω|n6878
ὀπτήρ|n6879
ὀπταλέος|n6877
ὀπτός1|n6880
ὀπτός|n6880
ὀπυίω|n6881
ὀπωπή|n6883
ὀπωρινός|n6885
ὀπόεις|n6865
ὀπός1|@
ὀπός2|@
ὀπός|@
ὀπώρη|n6884
ὀρέγνυμι|n6889
ὀρέομαι|n6891
ὀρέσβιος|n6892
ὀρέστερος|n6895
ὀρέστης|n6896
ὀρίνω|n6907
ὀρεκτός|n6890
ὀρεσίτροφος|n6893
ὀρεσκῷος|n6894
ὀρεστιάς|n6897
ὀρεχθέω|n6899
ὀρθαῖος|n6901
ὀρθόκραιρος|n6904
ὀρθός|n6905
ὀρθόω|n6906
ὀρμένιον|n6914
ὀρμενίδης|n6913
ὀρνειαί|n6922
ὀροθύνω|n6926
ὀροφή|n6931
ὀρούω|n6930
ὀρσίλοχος|n6936
ὀρσοθύρη|n6937
ὀρτίλοχος|n6938
ὀρτυγίη|n6939
ὀρυκτός|n6940
ὀρυμαγδός|n6941
ὀρφανικός|n6943
ὀρφανός|n6944
ὀρφναῖος|n6945
ὀρχέομαι|n6948
ὀρχηθμός|n6949
ὀρχηστήρ|n6950
ὀρχηστύς|n6951
ὀρχομενός|n6952
ὀρωρέχαται|n6956
ὀρός2|n6929
ὀρός|n6929
ὀρύσσω|n6942
ὀρώρει|n6955
ὀστέον|n6971
ὀτραλέως|n6981
ὀτρεύς|n6982
ὀτρηρός|n6983
ὀτρυντείδης|n6985
ὀτρυντεύς|n6986
ὀτρυντύς|n6987
ὀτρύνω|n6988
ὀφέλλω1|@
ὀφέλλω2|@
ὀφέλλω|@
ὀφέλτιος|n7066
ὀφείλω|n7061
ὀφελέστης|n7062
ὀφθαλμός|n7067
ὀφρυόεις|n7070
ὀφρύς|n7071
ὀχέω|n7076
ὀχήσιος|n7077
ὀχεύς|n7075
ὀχθέω|n7078
ὀχλέω|n7080
ὀχλίζω|n7081
ὀψέ|n7085
ὀψίγονος|n7087
ὀψείω|n7086
ὀψιτέλεστος|n7090
ὁ1|n6601
ὁ|n6601
ὁδίτης|n6624
ὁδαῖος|n6619
ὁδεύω|n6622
ὁδοίπορος|n6627
ὁδοιπόριον|n6626
ὁδός|n6628
ὁμήγυρις|n6781
ὁμαδέω|n6771
ὁμαλός|n6773
ὁμαρτέω|n6774
ὁμαρτῇ|n6775
ὁμηγερής|n6779
ὁμηγυρίζομαι|n6780
ὁμηλικίη|n6782
ὁμηρέω|n6784
ὁμιλέω|n6786
ὁμιλαδόν|n6785
ὁμογάστριος|n6791
ὁμοκλέω|n6794
ὁμοκλή|n6795
ὁμοκλητήρ|n6796
ὁμοστιχάω|n6801
ὁμοφρονέω|n6804
ὁμοφροσύνη|n6805
ὁμοῖος|n6793
ὁμοῦ|n6803
ὁμόθεν|n6792
ὁμός|n6798
ὁμόσε|n6800
ὁμότιμος|n6802
ὁμόφρων|n6806
ὁμόω|n6807
ὁμώνυμος|n6812
ὁμῆλιξ|n6783
ὁμῶς1|n6813
ὁμῶς|n6813
ὁπλέω|n6859
ὁπλίζω|n6861
ὁπλότερος|n6864
ὁποῖος|n6866
ὁπποτέρωθεν|n6876
ὁππόθεν|n6872
ὁππόσε|n6874
ὁππότερος|n6875
ὁπόσος|n6869
ὁπότε|n6870
ὁράω|n6887
ὁρμάω|n6912
ὁρμή|n6917
ὁρμίζω|n6919
ὁρμαίνω|n6911
ὁρμαθός|n6910
ὁρόω|n6933
ὁσίη|n6959
ὁσσάκι|n6965
ὁσσάτιος|n6966
ὁτέ3|n6977
ὁτέ|n6977
ὁτέοισι|n6978
ὄαρ|n6603
ὄβριμος|n6610
ὄγκιον|n6614
ὄγκος1|n6615
ὄγκος|n6615
ὄγμος|n6616
ὄγχνη|n6618
ὄεσσι|n6638
ὄζος1|n6639
ὄζος|n6639
ὄζω|n6640
ὄθομαι|n6643
ὄις|n6708
ὄκνος|n6728
ὄλβιος|n6736
ὄλβος|n6737
ὄλεθρος|n6740
ὄλλυμι|n6753
ὄλμος|n6754
ὄλυμπος|n6768
ὄλυραι|n6769
ὄλωλα|n6770
ὄμβρος1|n6777
ὄμβρος|n6777
ὄμμα|n6789
ὄμνυμι|n6790
ὄμφαξ|n6810
ὄναρ|n6815
ὄνειαρ|n6816
ὄνειδος|n6819
ὄνειρος|n6822
ὄνησις|n6824
ὄνθος|n6827
ὄνομα|n6829
ὄνομαι|n6831
ὄνος|n6836
ὄνυξ|n6839
ὄπατρος|n6846
ὄπιθεν|n6852
ὄπις|n6854
ὄπισθε|n6855
ὄπωπα|n6882
ὄργυια|n6888
ὄρεσφι|n6898
ὄρθαι|n6900
ὄρθη|n6902
ὄρθιος|n6903
ὄρμενος|@
ὄρνεον|n6923
ὄρνις|n6924
ὄρνυμι|n6925
ὄρομαι|n6927
ὄρος1|n6928
ὄρος|n6928
ὄροφος|n6932
ὄρσ̓|n6935
ὄρχαμος|n6946
ὄρχατος|n6947
ὄρχος|n6953
ὄρωρε|n6954
ὄσσα|@
ὄσσε|n6967
ὄσσομαι|n6968
ὄτριχες|n6984
ὄφελος|n7065
ὄφις|n7068
ὄφρα|n7069
ὄχα|n7072
ὄχεσφι|n7073
ὄχετηγός|n7074
ὄχθη|n7079
ὄχος1|@
ὄχος2|@
ὄχος|@
ὄψ1|n7084
ὄψ|n7084
ὄψιμος|n7088
ὄψις|n7089
ὄψομαι|n7091
ὄψον|n7092
ὅ1|n6602
ὅ|n6602
ὅγε|n6613
ὅδε|n6621
ὅθ|n6642
ὅθεν|n6641
ὅμαδος|n6772
ὅμιλος|n6787
ὅμως2|n6814
ὅμως|n6814
ὅο|n6843
ὅπερ|n6848
ὅπλη|n6860
ὅπλομαι|n6863
ὅπλον|n6862
ὅπου|n6871
ὅπποθ|n6873
ὅπως2|n6886
ὅπως|n6886
ὅπῃ|n6849
ὅρκιον|n6908
ὅρκος|n6909
ὅρμημα|n6918
ὅρμος1|@
ὅρμος2|@
ὅρμος|@
ὅρπηξ|n6934
ὅς1|@
ὅς2|@
ὅς|@
ὅσος|n6960
ὅσπερ|n6961
ὅσσα|n6964
ὅσσος|n6969
ὅστε|n6970
ὅστις|n6972
ὅταν|n6974
ὅτε1|@
ὅτε2|@
ὅτε|@
ὅτι1|@
ὅτι2|@
ὅτι|@
ὅττι1|@
ὅττι2|@
ὅττι|@
ὅτἰ|n6973
ὑάδες|n9079
ὑάκινθος|n9081
ὑάμπολις|n9082
ὑακίνθινος|n9080
ὑββάλλειν|n9083
ὑβρίζω|n9084
ὑβριστής|n9086
ὑγιής|n9087
ὑγρός|n9088
ὑδατοτρεφής|n9089
ὑδραίνω|n9091
ὑδρεύω|n9092
ὑδρηλός|n9093
ὑετός|n9096
ὑλάω|n9103
ὑλήεις|n9106
ὑλαγμός|n9099
ὑλακίδης|n9100
ὑλακτέω|n9102
ὑλακόμωρος|n9101
ὑλοτόμος|n9108
ὑμέναιος|n9110
ὑμέτερος|n9111
ὑμεῖς|n9109
ὑμός|n9114
ὑπάγω|n9115
ὑπάλυξις|n9121
ὑπάρχω|n9125
ὑπέασι|n9128
ὑπέδδεισαν|n9129
ὑπέδεκτο|n9130
ὑπέκ|n9138
ὑπένερθε|n9147
ὑπέξ|n9148
ὑπέρ|n9152
ὑπέρβασαν|n9157
ὑπέρβιος|n9160
ὑπέρεια|n9162
ὑπέρη|n9166
ὑπέρθυμος|n9173
ὑπέρμορον|n9182
ὑπέροπλος|n9185
ὑπέροχος|n9186
ὑπέρσχῃ|n9189
ὑπέρτατος|n9190
ὑπέρτερος|n9192
ὑπέρχομαι|n9194
ὑπέστην|n9199
ὑπέχω|n9200
ὑπήνεικα|n9202
ὑπίσχομαι|n9205
ὑπαί|n9116
ὑπαίσσω|n9118
